user_id,date,category,transaction_type,amount_chf,profile
U0001,2025-03-02,transport,expense,99.81,stable_saver
U0001,2025-03-02,restaurants,expense,14.95,stable_saver
U0001,2025-03-05,groceries,expense,119.92,stable_saver
U0001,2025-03-05,subscriptions,expense,25.51,stable_saver
U0001,2025-03-05,debt_payment,expense,288.51,stable_saver
U0001,2025-03-06,restaurants,expense,124.85,stable_saver
U0001,2025-03-07,transport,expense,2.08,stable_saver
U0001,2025-03-09,groceries,expense,296.68,stable_saver
U0001,2025-03-09,restaurants,expense,47.15,stable_saver
U0001,2025-03-10,restaurants,expense,4.26,stable_saver
U0001,2025-03-11,rent,expense,2533.9,stable_saver
U0001,2025-03-11,groceries,expense,5.15,stable_saver
U0001,2025-03-11,subscriptions,expense,105.35,stable_saver
U0001,2025-03-13,restaurants,expense,184.13,stable_saver
U0001,2025-03-13,shopping,expense,328.7,stable_saver
U0001,2025-03-15,transport,expense,385.21,stable_saver
U0001,2025-03-16,groceries,expense,8.85,stable_saver
U0001,2025-03-18,insurance,expense,405.92,stable_saver
U0001,2025-03-18,groceries,expense,435.2,stable_saver
U0001,2025-03-18,restaurants,expense,14.41,stable_saver
U0001,2025-03-18,shopping,expense,1.33,stable_saver
U0001,2025-03-19,savings_transfer,savings,1485.89,stable_saver
U0001,2025-03-21,transport,expense,22.44,stable_saver
U0001,2025-03-23,restaurants,expense,61.65,stable_saver
U0001,2025-03-23,travel,expense,65.22,stable_saver
U0001,2025-03-26,groceries,expense,61.32,stable_saver
U0001,2025-03-26,travel,expense,128.66,stable_saver
U0001,2025-03-26,travel,expense,95.9,stable_saver
U0001,2025-04-02,salary,income,7136.43,stable_saver
U0001,2025-04-02,shopping,expense,13.35,stable_saver
U0001,2025-04-02,travel,expense,3.63,stable_saver
U0001,2025-04-05,rent,expense,2370.13,stable_saver
U0001,2025-04-06,groceries,expense,517.36,stable_saver
U0001,2025-04-06,transport,expense,67.04,stable_saver
U0001,2025-04-07,travel,expense,3.91,stable_saver
U0001,2025-04-07,subscriptions,expense,4.95,stable_saver
U0001,2025-04-08,subscriptions,expense,6.14,stable_saver
U0001,2025-04-09,restaurants,expense,115.49,stable_saver
U0001,2025-04-09,travel,expense,45.82,stable_saver
U0001,2025-04-09,subscriptions,expense,1.68,stable_saver
U0001,2025-04-10,insurance,expense,479.36,stable_saver
U0001,2025-04-10,shopping,expense,29.43,stable_saver
U0001,2025-04-11,transport,expense,378.53,stable_saver
U0001,2025-04-14,subscriptions,expense,78.41,stable_saver
U0001,2025-04-15,shopping,expense,77.95,stable_saver
U0001,2025-04-15,travel,expense,6.67,stable_saver
U0001,2025-04-16,restaurants,expense,66.73,stable_saver
U0001,2025-04-16,savings_transfer,savings,1547.96,stable_saver
U0001,2025-04-17,groceries,expense,191.51,stable_saver
U0001,2025-04-18,shopping,expense,157.73,stable_saver
U0001,2025-04-18,shopping,expense,41.99,stable_saver
U0001,2025-04-19,restaurants,expense,41.9,stable_saver
U0001,2025-04-19,restaurants,expense,96.62,stable_saver
U0001,2025-04-20,shopping,expense,42.63,stable_saver
U0001,2025-04-21,restaurants,expense,86.74,stable_saver
U0001,2025-04-22,travel,expense,4.42,stable_saver
U0001,2025-04-25,transport,expense,13.82,stable_saver
U0001,2025-04-26,shopping,expense,85.38,stable_saver
U0001,2025-04-26,travel,expense,71.78,stable_saver
U0001,2025-04-26,travel,expense,40.23,stable_saver
U0001,2025-04-27,debt_payment,expense,334.89,stable_saver
U0001,2025-05-02,groceries,expense,160.64,stable_saver
U0001,2025-05-03,salary,income,6759.75,stable_saver
U0001,2025-05-03,shopping,expense,8.72,stable_saver
U0001,2025-05-03,savings_transfer,savings,1342.52,stable_saver
U0001,2025-05-04,subscriptions,expense,57.95,stable_saver
U0001,2025-05-06,shopping,expense,105.43,stable_saver
U0001,2025-05-07,subscriptions,expense,0.99,stable_saver
U0001,2025-05-08,groceries,expense,79.43,stable_saver
U0001,2025-05-09,rent,expense,2301.95,stable_saver
U0001,2025-05-09,shopping,expense,37.52,stable_saver
U0001,2025-05-12,groceries,expense,207.37,stable_saver
U0001,2025-05-13,travel,expense,12.56,stable_saver
U0001,2025-05-14,restaurants,expense,160.96,stable_saver
U0001,2025-05-16,shopping,expense,90.2,stable_saver
U0001,2025-05-16,shopping,expense,73.24,stable_saver
U0001,2025-05-17,groceries,expense,54.03,stable_saver
U0001,2025-05-17,transport,expense,52.57,stable_saver
U0001,2025-05-17,shopping,expense,73.8,stable_saver
U0001,2025-05-18,subscriptions,expense,12.89,stable_saver
U0001,2025-05-21,insurance,expense,443.22,stable_saver
U0001,2025-05-21,transport,expense,227.15,stable_saver
U0001,2025-05-22,restaurants,expense,78.43,stable_saver
U0001,2025-05-22,debt_payment,expense,253.45,stable_saver
U0001,2025-05-23,restaurants,expense,92.24,stable_saver
U0001,2025-05-23,shopping,expense,8.58,stable_saver
U0001,2025-05-23,travel,expense,65.28,stable_saver
U0001,2025-05-24,transport,expense,98.25,stable_saver
U0001,2025-05-24,subscriptions,expense,0.7,stable_saver
U0001,2025-05-25,subscriptions,expense,14.35,stable_saver
U0001,2025-05-26,groceries,expense,296.43,stable_saver
U0001,2025-05-26,travel,expense,43.97,stable_saver
U0001,2025-05-26,travel,expense,73.58,stable_saver
U0001,2025-05-27,travel,expense,39.28,stable_saver
U0001,2025-05-28,travel,expense,28.57,stable_saver
U0001,2025-05-28,travel,expense,44.86,stable_saver
U0001,2025-05-28,subscriptions,expense,0.34,stable_saver
U0001,2025-06-02,salary,income,6557.47,stable_saver
U0001,2025-06-04,shopping,expense,130.06,stable_saver
U0001,2025-06-06,groceries,expense,303.24,stable_saver
U0001,2025-06-06,groceries,expense,285.89,stable_saver
U0001,2025-06-06,restaurants,expense,42.48,stable_saver
U0001,2025-06-06,restaurants,expense,178.13,stable_saver
U0001,2025-06-07,travel,expense,1.01,stable_saver
U0001,2025-06-07,subscriptions,expense,2.09,stable_saver
U0001,2025-06-08,travel,expense,95.06,stable_saver
U0001,2025-06-08,subscriptions,expense,37.99,stable_saver
U0001,2025-06-09,rent,expense,2071.41,stable_saver
U0001,2025-06-10,transport,expense,45.64,stable_saver
U0001,2025-06-10,restaurants,expense,24.1,stable_saver
U0001,2025-06-10,shopping,expense,136.18,stable_saver
U0001,2025-06-11,shopping,expense,10.19,stable_saver
U0001,2025-06-12,groceries,expense,25.17,stable_saver
U0001,2025-06-12,transport,expense,1.67,stable_saver
U0001,2025-06-13,shopping,expense,32.35,stable_saver
U0001,2025-06-14,shopping,expense,30.64,stable_saver
U0001,2025-06-15,insurance,expense,391.92,stable_saver
U0001,2025-06-16,savings_transfer,savings,1607.98,stable_saver
U0001,2025-06-17,subscriptions,expense,17.66,stable_saver
U0001,2025-06-18,transport,expense,111.33,stable_saver
U0001,2025-06-20,shopping,expense,14.47,stable_saver
U0001,2025-06-21,subscriptions,expense,12.31,stable_saver
U0001,2025-06-22,transport,expense,4.36,stable_saver
U0001,2025-06-23,groceries,expense,50.26,stable_saver
U0001,2025-06-24,transport,expense,35.16,stable_saver
U0001,2025-06-24,debt_payment,expense,307.88,stable_saver
U0001,2025-06-25,groceries,expense,266.17,stable_saver
U0001,2025-06-26,transport,expense,45.75,stable_saver
U0001,2025-06-26,restaurants,expense,14.62,stable_saver
U0001,2025-06-26,subscriptions,expense,4.77,stable_saver
U0001,2025-06-27,travel,expense,113.94,stable_saver
U0001,2025-06-27,subscriptions,expense,0.3,stable_saver
U0001,2025-06-28,transport,expense,193.98,stable_saver
U0001,2025-07-01,salary,income,7630.13,stable_saver
U0001,2025-07-02,insurance,expense,423.32,stable_saver
U0001,2025-07-02,groceries,expense,251.81,stable_saver
U0001,2025-07-03,subscriptions,expense,15.69,stable_saver
U0001,2025-07-03,savings_transfer,savings,1649.26,stable_saver
U0001,2025-07-04,restaurants,expense,127.66,stable_saver
U0001,2025-07-04,restaurants,expense,78.11,stable_saver
U0001,2025-07-04,travel,expense,113.52,stable_saver
U0001,2025-07-05,debt_payment,expense,333.43,stable_saver
U0001,2025-07-07,groceries,expense,444.87,stable_saver
U0001,2025-07-08,restaurants,expense,81.75,stable_saver
U0001,2025-07-08,restaurants,expense,171.44,stable_saver
U0001,2025-07-09,subscriptions,expense,13.26,stable_saver
U0001,2025-07-12,transport,expense,5.06,stable_saver
U0001,2025-07-12,shopping,expense,19.57,stable_saver
U0001,2025-07-12,shopping,expense,84.77,stable_saver
U0001,2025-07-13,transport,expense,190.8,stable_saver
U0001,2025-07-15,shopping,expense,68.14,stable_saver
U0001,2025-07-15,shopping,expense,215.29,stable_saver
U0001,2025-07-15,travel,expense,48.27,stable_saver
U0001,2025-07-17,groceries,expense,233.65,stable_saver
U0001,2025-07-17,transport,expense,5.36,stable_saver
U0001,2025-07-18,transport,expense,83.81,stable_saver
U0001,2025-07-19,shopping,expense,26.39,stable_saver
U0001,2025-07-21,shopping,expense,33.36,stable_saver
U0001,2025-07-21,travel,expense,92.11,stable_saver
U0001,2025-07-21,subscriptions,expense,9.7,stable_saver
U0001,2025-07-21,subscriptions,expense,15.62,stable_saver
U0001,2025-07-22,shopping,expense,26.54,stable_saver
U0001,2025-07-22,subscriptions,expense,2.16,stable_saver
U0001,2025-07-23,subscriptions,expense,22.74,stable_saver
U0001,2025-07-26,transport,expense,116.09,stable_saver
U0001,2025-07-27,rent,expense,2442.12,stable_saver
U0001,2025-08-04,salary,income,7894.8,stable_saver
U0001,2025-08-05,subscriptions,expense,47.64,stable_saver
U0001,2025-08-09,restaurants,expense,139.97,stable_saver
U0001,2025-08-10,groceries,expense,832.38,stable_saver
U0001,2025-08-10,restaurants,expense,285.43,stable_saver
U0001,2025-08-13,transport,expense,195.07,stable_saver
U0001,2025-08-13,shopping,expense,78.13,stable_saver
U0001,2025-08-13,travel,expense,82.56,stable_saver
U0001,2025-08-13,savings_transfer,savings,1882.99,stable_saver
U0001,2025-08-15,shopping,expense,10.71,stable_saver
U0001,2025-08-17,subscriptions,expense,12.42,stable_saver
U0001,2025-08-19,shopping,expense,31.02,stable_saver
U0001,2025-08-19,travel,expense,252.59,stable_saver
U0001,2025-08-19,debt_payment,expense,275.88,stable_saver
U0001,2025-08-21,transport,expense,236.85,stable_saver
U0001,2025-08-21,restaurants,expense,5.31,stable_saver
U0001,2025-08-21,restaurants,expense,43.89,stable_saver
U0001,2025-08-21,shopping,expense,147.44,stable_saver
U0001,2025-08-21,subscriptions,expense,26.9,stable_saver
U0001,2025-08-24,rent,expense,2541.94,stable_saver
U0001,2025-08-26,insurance,expense,441.24,stable_saver
U0001,2025-08-26,groceries,expense,41.77,stable_saver
U0001,2025-08-26,shopping,expense,109.61,stable_saver
U0001,2025-08-27,subscriptions,expense,26.76,stable_saver
U0001,2025-08-28,subscriptions,expense,12.87,stable_saver
U0001,2025-09-02,salary,income,6115.66,stable_saver
U0001,2025-09-03,shopping,expense,1.26,stable_saver
U0001,2025-09-04,subscriptions,expense,35.35,stable_saver
U0001,2025-09-05,groceries,expense,140.75,stable_saver
U0001,2025-09-08,transport,expense,219.14,stable_saver
U0001,2025-09-09,rent,expense,1889.06,stable_saver
U0001,2025-09-11,restaurants,expense,18.62,stable_saver
U0001,2025-09-12,insurance,expense,373.9,stable_saver
U0001,2025-09-14,transport,expense,130.44,stable_saver
U0001,2025-09-14,travel,expense,4.97,stable_saver
U0001,2025-09-14,debt_payment,expense,230.09,stable_saver
U0001,2025-09-16,shopping,expense,58.66,stable_saver
U0001,2025-09-16,shopping,expense,7.67,stable_saver
U0001,2025-09-16,savings_transfer,savings,1537.23,stable_saver
U0001,2025-09-17,subscriptions,expense,1.56,stable_saver
U0001,2025-09-18,groceries,expense,524.49,stable_saver
U0001,2025-09-19,restaurants,expense,33.07,stable_saver
U0001,2025-09-19,shopping,expense,174.13,stable_saver
U0001,2025-09-21,restaurants,expense,34.19,stable_saver
U0001,2025-09-21,travel,expense,68.8,stable_saver
U0001,2025-09-21,subscriptions,expense,9.59,stable_saver
U0001,2025-09-22,travel,expense,62.92,stable_saver
U0001,2025-09-23,restaurants,expense,59.29,stable_saver
U0001,2025-09-25,shopping,expense,90.46,stable_saver
U0001,2025-09-25,subscriptions,expense,16.31,stable_saver
U0001,2025-09-27,transport,expense,129.07,stable_saver
U0001,2025-09-27,restaurants,expense,17.58,stable_saver
U0001,2025-09-27,restaurants,expense,62.19,stable_saver
U0001,2025-09-27,restaurants,expense,101.53,stable_saver
U0001,2025-09-28,travel,expense,24.88,stable_saver
U0001,2025-10-02,subscriptions,expense,1.35,stable_saver
U0001,2025-10-03,rent,expense,2372.76,stable_saver
U0001,2025-10-03,groceries,expense,232.37,stable_saver
U0001,2025-10-04,salary,income,7563.55,stable_saver
U0001,2025-10-04,travel,expense,61.26,stable_saver
U0001,2025-10-04,travel,expense,47.86,stable_saver
U0001,2025-10-04,subscriptions,expense,35.7,stable_saver
U0001,2025-10-05,travel,expense,6.24,stable_saver
U0001,2025-10-05,subscriptions,expense,62.72,stable_saver
U0001,2025-10-08,travel,expense,55.85,stable_saver
U0001,2025-10-09,transport,expense,2.01,stable_saver
U0001,2025-10-09,restaurants,expense,93.04,stable_saver
U0001,2025-10-09,savings_transfer,savings,1415.79,stable_saver
U0001,2025-10-11,transport,expense,21.63,stable_saver
U0001,2025-10-11,restaurants,expense,240.57,stable_saver
U0001,2025-10-12,transport,expense,97.17,stable_saver
U0001,2025-10-13,shopping,expense,35.61,stable_saver
U0001,2025-10-15,shopping,expense,12.73,stable_saver
U0001,2025-10-15,shopping,expense,22.06,stable_saver
U0001,2025-10-15,travel,expense,36.86,stable_saver
U0001,2025-10-17,insurance,expense,425.26,stable_saver
U0001,2025-10-18,groceries,expense,52.17,stable_saver
U0001,2025-10-19,groceries,expense,172.98,stable_saver
U0001,2025-10-19,groceries,expense,265.82,stable_saver
U0001,2025-10-19,shopping,expense,387.85,stable_saver
U0001,2025-10-19,debt_payment,expense,246.79,stable_saver
U0001,2025-10-21,restaurants,expense,74.31,stable_saver
U0001,2025-10-24,transport,expense,71.56,stable_saver
U0001,2025-10-24,shopping,expense,0.96,stable_saver
U0001,2025-10-25,transport,expense,116.06,stable_saver
U0001,2025-10-26,groceries,expense,348.29,stable_saver
U0001,2025-11-02,travel,expense,150.02,stable_saver
U0001,2025-11-03,salary,income,7153.91,stable_saver
U0001,2025-11-05,insurance,expense,430.77,stable_saver
U0001,2025-11-05,transport,expense,37.52,stable_saver
U0001,2025-11-06,restaurants,expense,66.35,stable_saver
U0001,2025-11-06,travel,expense,2.49,stable_saver
U0001,2025-11-06,subscriptions,expense,23.39,stable_saver
U0001,2025-11-07,groceries,expense,139.42,stable_saver
U0001,2025-11-07,groceries,expense,234.15,stable_saver
U0001,2025-11-07,debt_payment,expense,284.98,stable_saver
U0001,2025-11-08,travel,expense,16.64,stable_saver
U0001,2025-11-10,shopping,expense,155.24,stable_saver
U0001,2025-11-11,restaurants,expense,59.04,stable_saver
U0001,2025-11-12,transport,expense,96.73,stable_saver
U0001,2025-11-13,travel,expense,22.52,stable_saver
U0001,2025-11-14,groceries,expense,54.15,stable_saver
U0001,2025-11-14,transport,expense,147.4,stable_saver
U0001,2025-11-14,shopping,expense,59.28,stable_saver
U0001,2025-11-15,transport,expense,29.85,stable_saver
U0001,2025-11-15,restaurants,expense,98.51,stable_saver
U0001,2025-11-15,travel,expense,42.75,stable_saver
U0001,2025-11-16,travel,expense,5.7,stable_saver
U0001,2025-11-19,groceries,expense,37.61,stable_saver
U0001,2025-11-19,transport,expense,40.04,stable_saver
U0001,2025-11-21,shopping,expense,63.67,stable_saver
U0001,2025-11-21,travel,expense,49.95,stable_saver
U0001,2025-11-21,savings_transfer,savings,1655.64,stable_saver
U0001,2025-11-22,groceries,expense,263.43,stable_saver
U0001,2025-11-23,transport,expense,128.75,stable_saver
U0001,2025-11-23,shopping,expense,71.1,stable_saver
U0001,2025-11-27,groceries,expense,134.32,stable_saver
U0001,2025-11-27,restaurants,expense,53.58,stable_saver
U0001,2025-11-28,rent,expense,2187.35,stable_saver
U0001,2025-11-28,subscriptions,expense,65.79,stable_saver
U0001,2025-12-03,salary,income,7739.21,stable_saver
U0001,2025-12-04,groceries,expense,41.43,stable_saver
U0001,2025-12-04,shopping,expense,252.04,stable_saver
U0001,2025-12-04,travel,expense,134.2,stable_saver
U0001,2025-12-05,insurance,expense,328.2,stable_saver
U0001,2025-12-05,transport,expense,10.65,stable_saver
U0001,2025-12-05,restaurants,expense,10.46,stable_saver
U0001,2025-12-06,shopping,expense,12.86,stable_saver
U0001,2025-12-08,rent,expense,2466.57,stable_saver
U0001,2025-12-08,restaurants,expense,35.43,stable_saver
U0001,2025-12-08,shopping,expense,163.37,stable_saver
U0001,2025-12-09,restaurants,expense,204.84,stable_saver
U0001,2025-12-10,transport,expense,36.9,stable_saver
U0001,2025-12-10,travel,expense,15.83,stable_saver
U0001,2025-12-11,transport,expense,15.61,stable_saver
U0001,2025-12-12,subscriptions,expense,30.28,stable_saver
U0001,2025-12-13,groceries,expense,768.95,stable_saver
U0001,2025-12-13,restaurants,expense,34.18,stable_saver
U0001,2025-12-13,travel,expense,90.91,stable_saver
U0001,2025-12-19,transport,expense,124.42,stable_saver
U0001,2025-12-19,subscriptions,expense,44.71,stable_saver
U0001,2025-12-20,debt_payment,expense,312.65,stable_saver
U0001,2025-12-22,restaurants,expense,136.57,stable_saver
U0001,2025-12-23,shopping,expense,8.58,stable_saver
U0001,2025-12-24,transport,expense,155.56,stable_saver
U0001,2025-12-27,restaurants,expense,13.77,stable_saver
U0001,2025-12-27,travel,expense,59.78,stable_saver
U0001,2025-12-28,groceries,expense,340.44,stable_saver
U0001,2025-12-28,savings_transfer,savings,1284.09,stable_saver
U0002,2025-01-02,transport,expense,1.07,balanced_user
U0002,2025-01-03,salary,income,6201.72,balanced_user
U0002,2025-01-03,transport,expense,1.68,balanced_user
U0002,2025-01-06,groceries,expense,632.06,balanced_user
U0002,2025-01-06,transport,expense,37.09,balanced_user
U0002,2025-01-06,subscriptions,expense,62.64,balanced_user
U0002,2025-01-07,subscriptions,expense,23.25,balanced_user
U0002,2025-01-08,shopping,expense,13.06,balanced_user
U0002,2025-01-08,shopping,expense,30.45,balanced_user
U0002,2025-01-09,rent,expense,2367.0,balanced_user
U0002,2025-01-09,debt_payment,expense,472.45,balanced_user
U0002,2025-01-10,travel,expense,91.56,balanced_user
U0002,2025-01-11,transport,expense,131.3,balanced_user
U0002,2025-01-11,transport,expense,24.15,balanced_user
U0002,2025-01-11,travel,expense,2.6,balanced_user
U0002,2025-01-11,travel,expense,86.0,balanced_user
U0002,2025-01-11,subscriptions,expense,45.23,balanced_user
U0002,2025-01-12,insurance,expense,424.72,balanced_user
U0002,2025-01-15,restaurants,expense,27.25,balanced_user
U0002,2025-01-16,restaurants,expense,238.78,balanced_user
U0002,2025-01-16,shopping,expense,129.62,balanced_user
U0002,2025-01-17,shopping,expense,48.15,balanced_user
U0002,2025-01-18,transport,expense,64.83,balanced_user
U0002,2025-01-18,travel,expense,16.09,balanced_user
U0002,2025-01-19,savings_transfer,savings,481.47,balanced_user
U0002,2025-01-20,shopping,expense,29.25,balanced_user
U0002,2025-01-22,restaurants,expense,159.5,balanced_user
U0002,2025-01-22,shopping,expense,96.57,balanced_user
U0002,2025-01-25,groceries,expense,56.09,balanced_user
U0002,2025-01-28,groceries,expense,133.75,balanced_user
U0002,2025-01-28,shopping,expense,31.86,balanced_user
U0002,2025-02-02,travel,expense,68.13,balanced_user
U0002,2025-02-03,salary,income,6045.38,balanced_user
U0002,2025-02-03,restaurants,expense,100.19,balanced_user
U0002,2025-02-06,shopping,expense,86.21,balanced_user
U0002,2025-02-07,rent,expense,2058.52,balanced_user
U0002,2025-02-08,restaurants,expense,29.46,balanced_user
U0002,2025-02-09,insurance,expense,362.88,balanced_user
U0002,2025-02-09,savings_transfer,savings,472.29,balanced_user
U0002,2025-02-10,groceries,expense,494.33,balanced_user
U0002,2025-02-10,shopping,expense,33.57,balanced_user
U0002,2025-02-12,shopping,expense,14.95,balanced_user
U0002,2025-02-12,subscriptions,expense,5.75,balanced_user
U0002,2025-02-13,restaurants,expense,33.24,balanced_user
U0002,2025-02-15,transport,expense,292.08,balanced_user
U0002,2025-02-15,travel,expense,22.55,balanced_user
U0002,2025-02-15,subscriptions,expense,142.29,balanced_user
U0002,2025-02-16,shopping,expense,37.9,balanced_user
U0002,2025-02-17,restaurants,expense,3.85,balanced_user
U0002,2025-02-18,restaurants,expense,116.8,balanced_user
U0002,2025-02-18,shopping,expense,196.92,balanced_user
U0002,2025-02-19,transport,expense,63.4,balanced_user
U0002,2025-02-21,restaurants,expense,90.71,balanced_user
U0002,2025-02-22,travel,expense,176.89,balanced_user
U0002,2025-02-24,groceries,expense,100.38,balanced_user
U0002,2025-02-24,shopping,expense,35.79,balanced_user
U0002,2025-02-24,debt_payment,expense,553.98,balanced_user
U0002,2025-02-25,shopping,expense,5.07,balanced_user
U0002,2025-02-26,restaurants,expense,131.31,balanced_user
U0002,2025-02-27,groceries,expense,237.41,balanced_user
U0002,2025-03-03,groceries,expense,135.48,balanced_user
U0002,2025-03-03,groceries,expense,211.74,balanced_user
U0002,2025-03-04,salary,income,6006.02,balanced_user
U0002,2025-03-05,restaurants,expense,46.27,balanced_user
U0002,2025-03-07,groceries,expense,190.67,balanced_user
U0002,2025-03-08,restaurants,expense,52.64,balanced_user
U0002,2025-03-10,travel,expense,63.99,balanced_user
U0002,2025-03-11,restaurants,expense,143.15,balanced_user
U0002,2025-03-12,travel,expense,151.93,balanced_user
U0002,2025-03-15,transport,expense,93.22,balanced_user
U0002,2025-03-16,transport,expense,164.7,balanced_user
U0002,2025-03-16,savings_transfer,savings,793.98,balanced_user
U0002,2025-03-17,shopping,expense,67.26,balanced_user
U0002,2025-03-17,shopping,expense,0.79,balanced_user
U0002,2025-03-18,insurance,expense,282.31,balanced_user
U0002,2025-03-18,restaurants,expense,38.92,balanced_user
U0002,2025-03-18,shopping,expense,89.13,balanced_user
U0002,2025-03-18,travel,expense,10.19,balanced_user
U0002,2025-03-18,subscriptions,expense,33.32,balanced_user
U0002,2025-03-19,groceries,expense,123.38,balanced_user
U0002,2025-03-20,travel,expense,49.58,balanced_user
U0002,2025-03-20,subscriptions,expense,13.27,balanced_user
U0002,2025-03-21,subscriptions,expense,38.8,balanced_user
U0002,2025-03-23,rent,expense,2239.16,balanced_user
U0002,2025-03-23,shopping,expense,80.6,balanced_user
U0002,2025-03-24,transport,expense,6.05,balanced_user
U0002,2025-03-24,restaurants,expense,22.01,balanced_user
U0002,2025-03-25,restaurants,expense,7.58,balanced_user
U0002,2025-03-25,shopping,expense,218.31,balanced_user
U0002,2025-03-25,travel,expense,27.08,balanced_user
U0002,2025-03-26,groceries,expense,185.96,balanced_user
U0002,2025-03-26,restaurants,expense,176.72,balanced_user
U0002,2025-03-28,debt_payment,expense,392.8,balanced_user
U0002,2025-04-02,transport,expense,30.94,balanced_user
U0002,2025-04-03,shopping,expense,69.13,balanced_user
U0002,2025-04-03,subscriptions,expense,4.52,balanced_user
U0002,2025-04-04,salary,income,7026.9,balanced_user
U0002,2025-04-04,insurance,expense,422.4,balanced_user
U0002,2025-04-04,subscriptions,expense,77.86,balanced_user
U0002,2025-04-06,transport,expense,273.65,balanced_user
U0002,2025-04-06,shopping,expense,336.17,balanced_user
U0002,2025-04-06,subscriptions,expense,44.98,balanced_user
U0002,2025-04-06,savings_transfer,savings,1000.06,balanced_user
U0002,2025-04-08,restaurants,expense,103.29,balanced_user
U0002,2025-04-08,travel,expense,101.09,balanced_user
U0002,2025-04-10,travel,expense,37.26,balanced_user
U0002,2025-04-11,groceries,expense,555.05,balanced_user
U0002,2025-04-12,shopping,expense,145.44,balanced_user
U0002,2025-04-13,groceries,expense,78.25,balanced_user
U0002,2025-04-15,groceries,expense,149.68,balanced_user
U0002,2025-04-17,restaurants,expense,351.34,balanced_user
